Category,Region,Subject
Famous artwork,"South America, Central America and the Caribbean","The Alchemist (Paulo Coelho, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","The House of the Spirits (Isabel Allende, Chile)"
Famous artwork,"South America, Central America and the Caribbean","The Savage Detectives (Roberto Bolaño, Chile)"
Famous artwork,"South America, Central America and the Caribbean","2666 (Roberto Bolaño, Chile)"
Famous artwork,"South America, Central America and the Caribbean","Twenty Love Poems and a Song of Despair (Pablo Neruda, Chile)"
Famous artwork,"South America, Central America and the Caribbean","Canto General (Pablo Neruda, Chile)"
Famous artwork,"South America, Central America and the Caribbean","Trilce (César Vallejo, Peru)"
Famous artwork,"South America, Central America and the Caribbean","The Time of the Hero (Mario Vargas Llosa, Peru)"
Famous artwork,"South America, Central America and the Caribbean","Conversation in the Cathedral (Mario Vargas Llosa, Peru)"
Famous artwork,"South America, Central America and the Caribbean","The Feast of the Goat (Mario Vargas Llosa, Peru/Dominican Republic)"
Famous artwork,"South America, Central America and the Caribbean","The Green House (Mario Vargas Llosa, Peru)"
Famous artwork,"South America, Central America and the Caribbean","Deep Rivers / Los ríos profundos (José María Arguedas, Peru)"
Famous artwork,"South America, Central America and the Caribbean","Huasipungo (Jorge Icaza, Ecuador)"
Famous artwork,"South America, Central America and the Caribbean","Doña Bárbara (Rómulo Gallegos, Venezuela)"
Famous artwork,"South America, Central America and the Caribbean","I, the Supreme / Yo el Supremo (Augusto Roa Bastos, Paraguay)"
Famous artwork,"South America, Central America and the Caribbean","The Kingdom of This World (Alejo Carpentier, Cuba)"
Famous artwork,"South America, Central America and the Caribbean","Three Trapped Tigers / Tres tristes tigres (Guillermo Cabrera Infante, Cuba)"
Famous artwork,"South America, Central America and the Caribbean","Paradiso (José Lezama Lima, Cuba)"
Famous artwork,"South America, Central America and the Caribbean","Before Night Falls (Reinaldo Arenas, Cuba)"
Famous artwork,"South America, Central America and the Caribbean","Cecilia Valdés (Cirilo Villaverde, Cuba)"
Famous artwork,"South America, Central America and the Caribbean","Omeros (Derek Walcott, Saint Lucia)"
Famous artwork,"South America, Central America and the Caribbean","A House for Mr Biswas (V. S. Naipaul, Trinidad & Tobago)"
Famous artwork,"South America, Central America and the Caribbean","The Dragon Can’t Dance (Earl Lovelace, Trinidad & Tobago)"
Famous artwork,"South America, Central America and the Caribbean","Masters of the Dew (Jacques Roumain, Haiti)"
Famous artwork,"South America, Central America and the Caribbean","One Day of Life (Manlio Argueta, El Salvador)"
Famous artwork,"South America, Central America and the Caribbean","La guaracha del Macho Camacho (Luis Rafael Sánchez, Puerto Rico)"
Famous artwork,"South America, Central America and the Caribbean","Machu Picchu (Inca, Peru)"
Famous artwork,"South America, Central America and the Caribbean","Sacsayhuamán (Inca, Peru)"
Famous artwork,"South America, Central America and the Caribbean","Qhapaq Ñan / Andean Road System (Inca, Andes)"
Famous artwork,"South America, Central America and the Caribbean","Chan Chan (Chimú, Peru)"
Famous artwork,"South America, Central America and the Caribbean","Kuélap (Chachapoya, Peru)"
Famous artwork,"South America, Central America and the Caribbean","Tiwanaku & Pumapunku (Tiwanaku culture, Bolivia)"
Famous artwork,"South America, Central America and the Caribbean","Nazca Lines (Nazca culture, Peru)"
Famous artwork,"South America, Central America and the Caribbean","Ciudad Perdida (Tairona, Colombia)"
Famous artwork,"South America, Central America and the Caribbean","Cartagena de Indias, Walled City (Colonial, Colombia)"
Famous artwork,"South America, Central America and the Caribbean","Ouro Preto (Baroque, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","Brasília – National Congress (Oscar Niemeyer & Lúcio Costa, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","Cathedral of Brasília (Oscar Niemeyer, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","Pampulha Modern Ensemble (Oscar Niemeyer, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","Niterói Museum of Contemporary Art (Oscar Niemeyer, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","Biblioteca Virgilio Barco (Rogelio Salmona, Colombia)"
Famous artwork,"South America, Central America and the Caribbean",Teatro Colón (Argentina)
Famous artwork,"South America, Central America and the Caribbean","Casapueblo (Carlos Páez Vilaró, Uruguay)"
Famous artwork,"South America, Central America and the Caribbean",Palacio Salvo (Uruguay)
Famous artwork,"South America, Central America and the Caribbean","The Jungle / La Jungla (Wifredo Lam, Cuba)"
Famous artwork,"South America, Central America and the Caribbean","El Velorio (Francisco Oller, Puerto Rico)"
Famous artwork,"South America, Central America and the Caribbean","Abaporu (Tarsila do Amaral, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","Antropofagia (Tarsila do Amaral, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","Guerra e Paz (War and Peace murals) (Candido Portinari, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","O Lavrador de Café (Candido Portinari, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","Manifestación (Antonio Berni, Argentina)"
Famous artwork,"South America, Central America and the Caribbean","Juanito Laguna series (Antonio Berni, Argentina)"
Famous artwork,"South America, Central America and the Caribbean","Vuel Villa (Xul Solar, Argentina)"
Famous artwork,"South America, Central America and the Caribbean","Invasion of the Night (Roberto Matta, Chile)"
Famous artwork,"South America, Central America and the Caribbean","White Package (Claudio Bravo, Chile)"
Famous artwork,"South America, Central America and the Caribbean","La Edad de la Ira (Oswaldo Guayasamín, Ecuador)"
Famous artwork,"South America, Central America and the Caribbean","Las Manos de la Protesta (Eduardo Kingman, Ecuador)"
Famous artwork,"South America, Central America and the Caribbean","La Muerte de Pablo Escobar (Fernando Botero, Colombia)"
Famous artwork,"South America, Central America and the Caribbean","Violencia (Alejandro Obregón, Colombia)"
Famous artwork,"South America, Central America and the Caribbean","La Huida de la Madre (Tilsa Tsuchiya, Peru)"
Famous artwork,"South America, Central America and the Caribbean","Inkarri (Fernando de Szyszlo, Peru)"
Famous artwork,"South America, Central America and the Caribbean","El tapado (Pancho Fierro, Peru)"
Famous artwork,"South America, Central America and the Caribbean","Merengue (Jaime Colson, Dominican Republic)"
Famous artwork,"South America, Central America and the Caribbean","Maîtresse Erzulie (Hector Hyppolite, Haiti)"
Famous artwork,Asia,"Rashomon (Akira Kurosawa, Japan, 1950)"
Famous artwork,Asia,"Seven Samurai (Akira Kurosawa, Japan, 1954)"
Famous artwork,Asia,"Tokyo Story (Yasujirō Ozu, Japan, 1953)"
Famous artwork,Asia,"In the Mood for Love (Wong Kar-wai, Hong Kong, 2000)"
Famous artwork,Asia,"Crouching Tiger, Hidden Dragon (Ang Lee, Taiwan/China, 2000)"
Famous artwork,Asia,"Parasite (Bong Joon-ho, South Korea, 2019)"
Famous artwork,Asia,"Oldboy (Park Chan-wook, South Korea, 2003)"
Famous artwork,Asia,"A Separation (Asghar Farhadi, Iran, 2011)"
Famous artwork,Asia,"The House Is Black (Forough Farrokhzad, Iran, 1962)"
Famous artwork,Asia,"Pather Panchali (Satyajit Ray, India, 1955)"
Famous artwork,Asia,"Aparajito (Satyajit Ray, India, 1956)"
Famous artwork,Asia,"The World of Apu (Satyajit Ray, India, 1959)"
Famous artwork,Asia,"Mother India (Mehboob Khan, India, 1957)"
Famous artwork,Asia,"Sholay (Ramesh Sippy, India, 1975)"
Famous artwork,Asia,"Lagaan (Ashutosh Gowariker, India, 2001)"
Famous artwork,Asia,"Hero (Zhang Yimou, China, 2002)"
Famous artwork,Asia,"Raise the Red Lantern (Zhang Yimou, China, 1991)"
Famous artwork,Asia,"Farewell My Concubine (Chen Kaige, China, 1993)"
Famous artwork,Asia,"Still Life (Jia Zhangke, China, 2006)"
Famous artwork,Asia,"Bal (Honey) (Semih Kaplanoğlu, Turkey, 2010)"
Famous artwork,Asia,"The Color of Pomegranates (Sergei Parajanov, Armenia, 1969)"
Famous artwork,Asia,"The Cow (Dariush Mehrjui, Iran, 1969)"
Famous artwork,Asia,"Ashes of Time (Wong Kar-wai, Hong Kong, 1994)"
Famous artwork,Asia,"Shoplifters (Hirokazu Kore-eda, Japan, 2018)"
Famous artwork,Asia,"Spirited Away (Hayao Miyazaki, Japan, 2001)"
Famous artwork,Asia,"Princess Mononoke (Hayao Miyazaki, Japan, 1997)"
Famous artwork,Asia,"My Neighbor Totoro (Hayao Miyazaki, Japan, 1988)"
Famous artwork,Asia,"Grave of the Fireflies (Isao Takahata, Japan, 1988)"
Famous artwork,Asia,"Departures (Yōjirō Takita, Japan, 2008)"
Famous artwork,Asia,"The Host (Bong Joon-ho, South Korea, 2006)"
Famous artwork,Asia,Georgian polyphonic singing
Famous artwork,Asia,"Qawwali (Nusrat Fateh Ali Khan, Pakistan)"
Famous artwork,Asia,Kabuki nagauta music (Japan)
Famous artwork,Asia,"Raga compositions (Ravi Shankar, India)"
Famous artwork,Asia,Kroncong folk-pop (Indonesia)
Famous artwork,Asia,Mongolian throat singing (Khoomei)
Famous artwork,Asia,Nhã nhạc (Vietnamese court music)
Famous artwork,Asia,P’ansori epic singing (Korea)
Famous artwork,Asia,"Uyghur muqam (Xinjiang, China)"
Famous artwork,Asia,Persian radif (Iran)
Famous artwork,Asia,Bharatanatyam (India)
Famous artwork,Asia,Kathak (India)
Famous artwork,Asia,Kathakali (India)
Famous artwork,Asia,Manipuri (India)
Famous artwork,Asia,Odissi (India)
Famous artwork,Asia,Kuchipudi (India)
Famous artwork,Asia,Yakshagana (India)
Famous artwork,Asia,Sattriya (India)
Famous artwork,Asia,"Butoh (Japan, 20th century avant-garde)"
Famous artwork,Asia,Noh theater dance (Japan)
Famous artwork,Asia,Kabuki theater dance (Japan)
Famous artwork,Asia,"Bugaku (Japan, court dance)"
Famous artwork,Asia,Nihon Buyō (Japan)
Famous artwork,Asia,Talchum mask dance (Korea)
Famous artwork,Asia,Seungmu dance (Korea)
Famous artwork,Asia,Dragon Dance (China)
Famous artwork,Asia,Lion Dance (China)
Famous artwork,Asia,Balinese Legong (Indonesia)
Famous artwork,Asia,"Saman dance (Aceh, Indonesia)"
Famous artwork,Asia,"Hula (Hawai‘i, Polynesian tradition)"
Famous artwork,Asia,"Terracotta Army (China, Qin dynasty, 210 BCE)"
Famous artwork,Asia,"Giant Buddha of Leshan (China, 8th century)"
Famous artwork,Asia,Longmen Grottoes (China)
Famous artwork,Asia,Yungang Grottoes (China)
Famous artwork,Asia,"Bamiyan Buddhas (Afghanistan, destroyed 2001)"
Famous artwork,Asia,Gandhara Buddha statues (Pakistan/Afghanistan)
Famous artwork,Asia,Ajanta cave sculptures (India)
Famous artwork,Asia,Ellora cave sculptures (India)
Famous artwork,Asia,Elephanta cave sculptures (India)
Famous artwork,Asia,Khajuraho temple sculptures (India)
Famous artwork,Asia,Chola bronze Nataraja (India)
Famous artwork,Asia,Great Stupa of Sanchi sculptures (India)
Famous artwork,Asia,Borobudur reliefs (Indonesia)
Famous artwork,Asia,Prambanan reliefs (Indonesia)
Famous artwork,Asia,Angkor Thom Bayon faces (Cambodia)
Famous artwork,Asia,Angkor Wat bas-reliefs (Cambodia)
Famous artwork,Asia,Khmer apsara figures (Cambodia)
Famous artwork,Asia,Pagan Buddha images (Myanmar)
Famous artwork,Asia,Shwezigon Pagoda sculptures (Myanmar)
Famous artwork,Asia,"Shaka Triad (Hōryū-ji, Japan, 7th century)"
Famous artwork,Asia,Kamakura Great Buddha (Japan)
Famous artwork,Asia,Todaiji Great Buddha (Japan)
Famous artwork,Asia,"Seokguram Grotto Buddha (Korea, 8th century)"
Famous artwork,Asia,"Dolhareubang statues (Jeju, Korea)"
Famous artwork,Asia,"Achaemenid bas-reliefs (Persepolis, Persia)"
Famous artwork,Asia,"Lamassu statues (Assyria, Mesopotamia)"
Famous artwork,Asia,Hittite Lion Gate sculptures (Turkey)
Famous artwork,Asia,Seljuk stone reliefs (Turkey)
Famous artwork,Asia,Khmer bronze statues (Cambodia)
Famous artwork,Asia,Khmer Vishnu statues (Cambodia)
Famous artwork,Asia,Rigveda (India)
Famous artwork,Asia,Mahabharata (India)
Famous artwork,Asia,Ramayana (India)
Famous artwork,Asia,Upanishads (India)
Famous artwork,Asia,Jataka Tales (India/Buddhist canon)
Famous artwork,Asia,"The Tale of Genji (Murasaki Shikibu, Japan)"
Famous artwork,Asia,Kokin Wakashū (Japan)
Famous artwork,Asia,Manyōshū (Japan)
Famous artwork,Asia,Bashō’s Haiku (Japan)
Famous artwork,Asia,Kojiki (Japan)
Famous artwork,Asia,Nihon Shoki (Japan)
Famous artwork,Asia,"Journey to the West (Wu Cheng’en, China)"
Famous artwork,Asia,"Dream of the Red Chamber (Cao Xueqin, China)"
Famous artwork,Asia,"Romance of the Three Kingdoms (Luo Guanzhong, China)"
Famous artwork,Asia,"Water Margin (Shi Nai’an, China)"
Famous artwork,Asia,"Tang dynasty poetry (Li Bai, Du Fu, Wang Wei, China)"
Famous artwork,Asia,Confucian Analects (China)
Famous artwork,Asia,"Dao De Jing (Laozi, China)"
Famous artwork,Asia,Zhuangzi (China)
Famous artwork,Asia,"Shahnameh (Ferdowsi, Persia)"
Famous artwork,Asia,"Rubáiyát (Omar Khayyam, Persia)"
Famous artwork,Asia,"Masnavi (Rumi, Persia)"
Famous artwork,Asia,"Gulistan (Saadi, Persia)"
Famous artwork,Asia,"Divan (Hafez, Persia)"
Famous artwork,Asia,One Thousand and One Nights (Arab world/Persia)
Famous artwork,Asia,"Book of Kings (Ferdowsi, Persia)"
Famous artwork,Asia,Epic of Gilgamesh (Mesopotamia)
Famous artwork,Asia,"Avesta (Zoroastrian scripture, Persia)"
Famous artwork,Asia,Bamboo Annals (China)
Famous artwork,Asia,"Shakuntala (Kalidasa, India)"
Famous artwork,Asia,"Gitanjali (Rabindranath Tagore, India)"
Famous artwork,Asia,"Godaan (Premchand, India)"
Famous artwork,Asia,"Snow (Orhan Pamuk, Turkey)"
Famous artwork,Asia,"Kokoro (Natsume Sōseki, Japan)"
Famous artwork,Asia,"The Temple of the Golden Pavilion (Yukio Mishima, Japan)"
Famous artwork,Asia,"Snow Country (Yasunari Kawabata, Japan)"
Famous artwork,Asia,"Red Sorghum (Mo Yan, China)"
Famous artwork,Asia,"Kafka on the Shore (Haruki Murakami, Japan)"
Famous artwork,Asia,"Midnight’s Children (Salman Rushdie, India/UK)"
Famous artwork,Asia,"My Name Is Red (Orhan Pamuk, Turkey)"
Famous artwork,Asia,Great Wall of China
Famous artwork,Asia,"Forbidden City (Beijing, China)"
Famous artwork,Asia,"Summer Palace (Beijing, China)"
Famous artwork,Asia,"Temple of Heaven (Beijing, China)"
Famous artwork,Asia,Mogao Caves (China)
Famous artwork,Asia,"Potala Palace (Lhasa, Tibet)"
Famous artwork,Asia,"Jokhang Temple (Lhasa, Tibet)"
Famous artwork,Asia,Sanchi Stupa (India)
Famous artwork,Asia,Ajanta Caves (India)
